Id,Toponyms,Type,Period,StartDate,EndDate,Longitude,Latitude,LocQual,SizeHa,SizeQual,Source,Source_id
134,,settlement,Republican Period,-350,-30,12.67117283,41.48533424,A,0.3,E,"Attema et al. 2011, p. 228",15108
134,,settlement,Iron Age,-30,100,12.67117283,41.48533424,A,0.3,E,"Attema et al. 2011, p. 228",15108
135,Torre del Monumento,settlement,Republican Period,-100,-30,12.65872989,41.49325288,A,0.03,C,"Attema et al. 2011, p. 228",15109
135,Torre del Monumento,settlement,Imperial Period,-30,250,12.65872989,41.49325288,A,0.03,C,"Attema et al. 2011, p. 228",15109
136,Campana,settlement,Republican Period,-100,-30,12.66294154,41.50150961,A,0.1,C,"Attema et al. 2011, p. 228",15110
136,Campana,settlement,Republican Period,-30,250,12.66294154,41.50150961,A,0.1,C,"Attema et al. 2011, p. 228",15110
137,Campana,settlement,Iron Age,-800,-700,12.6635602,41.50267555,A,0.5,E,"Attema et al. 2011, p. 229",15111
137,Campana,settlement,Archaic Period,-600,-500,12.6635602,41.50267555,A,0.5,E,"Attema et al. 2011, p. 229",15111
137,Campana,settlement,Republican Period,-100,-30,12.6635602,41.50267555,A,0.5,E,"Attema et al. 2011, p. 229",15111
137,Campana,settlement,Imperial Period,-30,400,12.6635602,41.50267555,A,0.5,E,"Attema et al. 2011, p. 229",15111
137,Campana,settlement,Late Antique/Early Medieval,400,500,12.6635602,41.50267555,A,0.5,E,"Attema et al. 2011, p. 229",15111
138,Campana,settlement,Archaic Period,-600,-500,12.66748631,41.49870185,A,0.2,E,"Attema et al. 2011, p. 229",15112
138,Campana,settlement,Post-Archaic Period,-500,-350,12.66748631,41.49870185,A,0.2,E,"Attema et al. 2011, p. 229",15112
138,Campana,settlement,Republican Period,-350,-30,12.66748631,41.49870185,A,0.2,E,"Attema et al. 2011, p. 229",15112
138,Campana,settlement,Imperial Period,-30,250,12.66748631,41.49870185,A,0.2,E,"Attema et al. 2011, p. 229",15112
139,Pelliccione,settlement,Late Bronze Age,-1350,-1020,12.73231169,41.430499,A,0.1,F,"Attema et al. 2011, p. 230",15124
140,Depuratore,settlement,Iron Age,-800,-600,12.68361192,41.45369957,A,0.3,F,"Attema et al. 2011, p. 231",15125
140,Depuratore,settlement,Archaic Period,-600,-500,12.68361192,41.45369957,A,0.3,F,"Attema et al. 2011, p. 231",15125
140,Depuratore,settlement,Republican,-350,-30,12.68361192,41.45369957,A,0.3,F,"Attema et al. 2011, p. 231",15125
141,Campana,settlement,Iron Age,-700,-600,12.6641485,41.50345495,A,0.02,E,"Attema et al. 2011, p. 231",15127
141,Campana,settlement,Archaic Period,-500,-350,12.6641485,41.50345495,A,0.02,E,"Attema et al. 2011, p. 231",15127
141,Campana,settlement,Imperial Period,-30,250,12.6641485,41.50345495,A,0.02,E,"Attema et al. 2011, p. 231",15127
142,Campana,settlement,Archaic Period,-500,-350,12.66393435,41.50581061,A,0.05,E,"Attema et al. 2011, p. 232",15128
142,Campana,settlement,Republican Period,-100,-30,12.66393435,41.50581061,A,0.05,E,"Attema et al. 2011, p. 232",15128
142,Campana,settlement,Imperial Period,-30,250,12.66393435,41.50581061,A,0.05,E,"Attema et al. 2011, p. 232",15128
144,Campana,settlement,Republican Period,-100,-30,12.66415506,41.50412702,A,0.05,E,"Attema et al. 2011, p. 232",15132
143,Campana,settlement,Iron Age,-800,-600,12.66169232,41.50469809,A,0.1,E,"Attema et al. 2011, p. 232",15130
143,Campana,settlement,Archaic Period,-600,-500,12.66169232,41.50469809,A,0.1,E,"Attema et al. 2011, p. 232",15130
144,Campana,settlement,Imperial Period,-30,250,12.66415506,41.50412702,A,0.05,E,"Attema et al. 2011, p. 232",15132
145,Campana,settlement,Archaic Period,-600,-500,12.66966301,41.50443249,A,0.5,E,"Attema et al. 2011, p. 211",15134
145,Campana,settlement,Iron Age,-700,-600,12.66966301,41.50443249,A,0.5,E,"Attema et al. 2011, p. 211",15134
146,Piscina Cardillo,settlement,Republican Period,-800,-600,12.67450572,41.49703623,A,0.04,E,"Attema et al. 2011, p. 233",15135
146,Piscina Cardillo,settlement,Archaic Period,-600,-500,12.67450572,41.49703623,A,0.04,E,"Attema et al. 2011, p. 233",15135
147,Piscina Cardillo,settlement,Iron Age,-800,-600,12.67676621,41.49798801,A,0.1,E,"Attema et al. 2011, p. 233",15136
147,Piscina Cardillo,settlement,Archaic Period,-600,-500,12.67676621,41.49798801,A,0.1,E,"Attema et al. 2011, p. 233",15136
147,Piscina Cardillo,settlement,Post-Archaic Period,-500,-350,12.67676621,41.49798801,A,0.1,E,"Attema et al. 2011, p. 233",15136
147,Piscina Cardillo,settlement,Republican,-350,-30,12.67676621,41.49798801,A,0.1,E,"Attema et al. 2011, p. 233",15136
148,Rovito,settlement,Archaic Period,-600,-500,12.68326213,41.49882082,A,0.1,E,"Attema et al. 2011, p. 234",15138
148,Rovito,settlement,Republican Period,-350,-30,12.68326213,41.49882082,A,0.1,E,"Attema et al. 2011, p. 234",15138
148,Rovito,settlement,Imperial Period,-30,250,12.68326213,41.49882082,A,0.1,E,"Attema et al. 2011, p. 234",15138
149,Tre Cancelli,settlement,Iron Age,-800,-600,12.7050342,41.48707818,A,0.2,C,"Attema et al. 2011, p. 234",15139
150,Piscina Cardillo,settlement,Iron Age,-800,-700,12.70756833,41.48911262,A,0.2,F,"Attema et al. 2011, p. 234",15140
151,Villa Verdiana/Scopone,settlement,Archaic Period,-600,-500,12.70967235,41.50000798,A,0.1,F,"Attema et al. 2011, p. 235",15150
151,Villa Verdiana/Scopone,settlement,Post-Archaic Period,-500,-350,12.70967235,41.50000798,A,0.1,F,"Attema et al. 2011, p. 235",15150
151,Villa Verdiana/Scopone,settlement,Republican Period,-350,-30,12.70967235,41.50000798,A,0.1,F,"Attema et al. 2011, p. 235",15150
151,Villa Verdiana/Scopone,settlement,Imperial Period,-30,250,12.70967235,41.50000798,A,0.1,F,"Attema et al. 2011, p. 235",15150
152,Villa Borghese,settlement,Imperial Period,-30,100,12.64914066,41.45652399,A,0.1,F,"Attema et al. 2011, p. 235",15151
153,Zucchetti,settlement,Iron Age,-700,-600,12.66421648,41.48138196,A,0.1,F,"Attema et al. 2011, p. 235",15153
153,Zucchetti,settlement,Archaic Period,-600,-500,12.66421648,41.48138196,A,0.1,F,"Attema et al. 2011, p. 235",15153
153,Zucchetti,settlement,Post-Archaic Period,-500,-350,12.66421648,41.48138196,A,0.1,F,"Attema et al. 2011, p. 235",15153
153,Zucchetti,settlement,Republican Period,-350,-30,12.66421648,41.48138196,A,0.1,F,"Attema et al. 2011, p. 235",15153
153,Zucchetti,settlement,Imperial Period,-30,250,12.66421648,41.48138196,A,0.1,F,"Attema et al. 2011, p. 235",15153
154,Nettuno,settlement,Imperial Period,-30,250,12.66166377,41.4568238,A,0.05,C,"Attema et al. 2011, p. 236",15203
155,Nettuno,settlement,Imperial Period,-30,250,12.6570952,41.45672862,A,0.03,C,"Attema et al. 2011, p. 236",15204
155,Nettuno,settlement,Imperial Period,-30,250,12.65313578,41.45640502,A,0.07,C,"Attema et al. 2011, p. 236",15205
156,I Marmi,settlement,Roman Period,-100,250,12.64018794,41.46431672,A,0.2,F,"Attema et al. 2011, p. 237",15207
157,Fosso Foglino,settlement,Middle Bronze Age,-1750,-1350,12.70718378,41.44471243,A,0.1,F,"Attema et al. 2011, p. 238",15243
158,Le Grugnole,settlement,Late Bronze Age,-1350,-1020,12.73722324,41.47257034,A,0.1,F,"Attema et al. 2011, p. 238",15244
159,Campana,settlement,Bronze Age,-1700,-1020,12.67240523,41.50658632,A,0.1,F,"Attema et al. 2011, p. 239",15245
160,Bosco di Nettuno,settlement,Bronze Age,-1700,-1020,12.7011495,41.47337513,A,0.1,F,"Attema et al. 2011, p. 239",15246
161,Granieri,settlement,Bronze Age,-1700,-1020,12.69050141,41.46653418,A,0.1,F,"Attema et al. 2011, p. 222",15247
162,Sughereto,settlement,Bronze Age,-1700,-1020,12.67107273,41.50255075,A,0.1,F,"Attema et al. 2011, p. 214",15248
163,,settlement,Archaic Period,-600,-500,12.74594397,41.48458662,A,0.1,F,"Attema et al. 2009/10, p. 194",11291
163,,settlement,Post-Archaic Period,-500,-350,12.74594397,41.48458662,A,0.1,F,"Attema et al. 2009/10, p. 194",11291
163,,settlement,Republican Period,-300,-30,12.74594397,41.48458662,A,0.1,F,"Attema et al. 2009/10, p. 194",11291
164,Quarto del Cerrone,settlement,Archaic Period,-600,-500,12.74261771,41.48479514,A,0.5,D,"Attema et al. 2009/10, p. 283",15148
164,Quarto del Cerrone,settlement,Post-Archaic Period,-500,-350,12.74261771,41.48479514,A,0.5,D,"Attema et al. 2009/10, p. 283",15148
164,Quarto del Cerrone,settlement,Republican Period,-300,-30,12.74261771,41.48479514,A,0.5,D,"Attema et al. 2009/10, p. 283",15148
165,Quarto del Cerrone,settlement,Archaic Period,-600,-500,12.73847774,41.48802042,A,0.1,D,"Attema et al. 2009/10, p. 196",11304
165,Quarto del Cerrone,settlement,Post-Archaic Period,-500,-350,12.73847774,41.48802042,A,0.1,D,"Attema et al. 2009/10, p. 196",11304
165,Quarto del Cerrone,settlement,Republican Period,-350,-30,12.73847774,41.48802042,A,0.1,D,"Attema et al. 2009/10, p. 196",11304
165,Quarto del Cerrone,settlement,Imperial Period,-30,200,12.73847774,41.48802042,A,0.1,D,"Attema et al. 2009/10, p. 196",11304
166,Quarto del Cerrone,settlement,Roman,-350,400,12.73338949,41.4884405,A,0.02,E,"Attema et al. 2009/10, p. 284",15149
167,Quarto del Cerrone,settlement,Post-Archaic,-500,-350,12.74073593,41.48898687,A,0.04,D,"Attema et al. 2009/10, p. 288",15152
167,Quarto del Cerrone,settlement,Republican Period,-350,-30,12.74073593,41.48898687,A,0.04,D,"Attema et al. 2009/10, p. 288",15152
168,Quarto del Cerrone,settlement,Archaic,-600,-500,12.74858204,41.48820683,A,0.03,D,"Attema et al. 2009/10, p. 282",15146
168,Quarto del Cerrone,settlement,Post-Archaic,-500,-350,12.74858204,41.48820683,A,0.03,D,"Attema et al. 2009/10, p. 282",15146
168,Quarto del Cerrone,settlement,Republican,-350,-30,12.74858204,41.48820683,A,0.03,D,"Attema et al. 2009/10, p. 282",15146
169,Quarto delle Cinfonare,settlement,Archaic Period,-600,-500,12.75158329,41.49165362,A,0.1,F,"Attema et al. 2009/10, p. 194",11294
169,Quarto delle Cinfonare,settlement,Republican Period,-350,-30,12.75158329,41.49165362,A,0.1,F,"Attema et al. 2009/10, p. 194",11294
169,Quarto delle Cinfonare,settlement,Imperial Period,-30,400,12.75158329,41.49165362,A,0.1,F,"Attema et al. 2009/10, p. 194",11294
170,Quarto delle Cinfonare,settlement,Archaic Period,-600,-500,12.74703409,41.4947865,A,0.8,D,"Attema et al. 2009/10, p. 195",11298
170,Quarto delle Cinfonare,settlement,Post-Archaic Period,-500,-350,12.74703409,41.4947865,A,0.8,D,"Attema et al. 2009/10, p. 195",11298
170,Quarto delle Cinfonare,settlement,Republican Period,-350,-30,12.74703409,41.4947865,A,0.8,D,"Attema et al. 2009/10, p. 195",11298
171,Casale Nuovo,settlement,Archaic Period,-600,-500,12.76361038,41.45107991,A,0.44,C,"Attema et al. 2009/10, p. 187",11269
172,,settlement,Archaic Period,-600,-500,12.75596744,41.49463984,A,0.1,F,"Attema et al. 2007/08, p. 471",11296
173,Quarto del Cerrone,settlement,Archaic Period,-600,-500,12.73053414,41.49039166,A,0.1,F,"Attema et al. 2007/08, p. 473",15149
174,Quarto del Cerrone,settlement,Post-Archaic Period,-500,-350,12.73845774,41.48380055,A,0.1,F,"Attema et al. 2007/08, p. 468",11287
174,Quarto del Cerrone,settlement,Republican Period,-350,-30,12.73845774,41.48380055,A,0.1,F,"Attema et al. 2007/08, p. 468",11287
174,Quarto del Cerrone,settlement,Imperial Period,-30,100,12.73845774,41.48380055,A,0.1,F,"Attema et al. 2007/08, p. 468",11287
175,Quarto del Cerrone,settlement,Republican Period,-350,-30,12.740861,41.48277738,A,0.1,F,"Attema et al. 2007/08, p. 468",11288
176,,settlement,Republican Period,-350,-30,12.74452537,41.48120694,A,0.1,F,"Attema et al. 2007/08, p. 469",11290
177,,settlement,Archaic Period,-600,-500,12.74184253,41.48789322,A,0.1,F,"Tol 2012, p. 82",11305
178,Spinacceto,settlement,Archaic Period,-600,-500,12.74872199,41.4581865,A,0.1,F,"Attema et al. 2007/08, p. 464",11276
178,Spinacceto,settlement,Republican Period,-350,-30,12.74872199,41.4581865,A,0.1,F,"Attema et al. 2007/08, p. 464",11276
179,Fico Mancino,settlement,Archaic Period,-500,-350,12.7420595,41.45479576,A,0.1,F,"Attema et al. 2007/08, p. 464",11276
179,Fico Mancino,settlement,Republican Period,-350,-30,12.7420595,41.45479576,A,0.1,F,"Attema et al. 2007/08, p. 464",11276
180,Casale Nuovo,settlement,Post-Archaic Period,-500,-350,12.7579424,41.45318963,A,0.1,F,"Attema et al. 2007/08, p. 463",11270
180,Casale Nuovo,settlement,Republican Period,-350,-30,12.7579424,41.45318963,A,0.1,F,"Attema et al. 2007/08, p. 463",11270
180,Casale Nuovo,settlement,Imperial Period,-30,250,12.7579424,41.45318963,A,0.1,F,"Attema et al. 2007/08, p. 463",11270
181,Acciarella,settlement,Republican Period,-350,-30,12.75765686,41.44543259,A,0.1,F,"Tol 2012, p. 155",11268
181,Acciarella,settlement,Imperial Period,-350,-30,12.75765686,41.44543259,A,0.1,F,"Tol 2012, p. 155",11268
182,,settlement,Post-Archaic Period,-500,-350,12.75889418,41.44338625,A,0.1,F,"Tol 2012, p. 155",11267
182,,settlement,Republican Period,-350,-30,12.75889418,41.44338625,A,0.1,F,"Tol 2012, p. 155",11267
183,,settlement,Post-Archaic Period,-500,-350,12.76342706,41.44356471,A,0.1,F,"Tol 2012, p. 155",11266
183,,settlement,Republican Period,-500,-350,12.76342706,41.44356471,A,0.1,F,"Tol 2012, p. 155",11266
184,,settlement,Post-Archaic Period,-500,-350,12.77732217,41.50041691,A,0.1,F,"Attema et al. 2007/08, p. 475",11310
184,,settlement,Republican Period,-350,-30,12.77732217,41.50041691,A,0.1,F,"Attema et al. 2007/08, p. 475",11310
184,,settlement,Imperial Period,-30,200,12.77732217,41.50041691,A,0.1,F,"Attema et al. 2007/08, p. 475",11310
185,Colle Falcone,settlement,Republican Period,-200,-30,12.76823263,41.49056594,A,0.3,F,"Attema et al. 2007/08, p. 475",11312
185,Colle Falcone,settlement,Imperial Period,-30,200,12.76823263,41.49056594,A,0.3,F,"Attema et al. 2007/08, p. 475",11312
186,Colle del Pero,settlement,Republican Period,-350,-200,12.76566281,41.4867588,A,0.1,F,"Tol 2012, p. 155",11313
187,Colle del Pero,settlement,Republican Period,-350,-30,12.75793111,41.48162249,A,0.2,F,"Attema et al. 2007/08, p. 477",11316
187,Colle del Pero,settlement,Imperial Period,-30,250,12.75793111,41.48162249,A,0.2,F,"Attema et al. 2007/08, p. 477",11316
188,Colle del Pero,settlement,Archaic Period,-600,-500,12.754005,41.48124178,A,0.1,F,"Attema et al. 2007/08, p. 477",11317
188,Colle del Pero,settlement,Post-Archaic Period,-500,-350,12.754005,41.48124178,A,0.1,F,"Attema et al. 2007/08, p. 477",11317
188,Colle del Pero,settlement,Republican Period,-350,-30,12.754005,41.48124178,A,0.1,F,"Attema et al. 2007/08, p. 477",11317
189,,settlement,Republican Period,-350,-30,12.75045961,41.4789337,A,0.2,E,"Attema et al. 2007/08, p. 478",11318
186,,settlement,Imperial Period,-30,250,12.75045961,41.4789337,A,0.2,E,"Attema et al. 2007/08, p. 478",11318
189,,settlement,Imperial Period,-30,250,12.75045961,41.4789337,A,0.2,E,"Attema et al. 2007/08, p. 478",11318
190,I Norcini,settlement,Republican Period,-350,-30,12.7584189,41.47300885,A,0.1,F,"Attema et al. 2007/08, p. 481",11319
190,I Norcini,settlement,Republican Period,-30,250,12.7584189,41.47300885,A,0.1,F,"Attema et al. 2007/08, p. 481",11319
191,S. Antonio,settlement,Post-Archaic Period,-500,-350,12.76744896,41.47347284,A,0.1,F,"Tol 2012, p. 82",11321
191,S. Antonio,settlement,Republican Period,-350,-30,12.76744896,41.47347284,A,0.1,F,"Tol 2012, p. 82",11321
191,S. Antonio,settlement,Imperial  Period,-30,100,12.76744896,41.47347284,A,0.1,F,"Tol 2012, p. 82",11321
192,,settlement,Post-Archaic Period,-500,-350,12.76773449,41.47193809,A,0.1,F,"Attema et al. 2007/08, p. 499",15118
192,,settlement,Republican Period,-350,-30,12.76773449,41.47193809,A,0.1,F,"Attema et al. 2007/08, p. 499",15118
192,,settlement,Imperial Period,-30,250,12.76773449,41.47193809,A,0.1,F,"Attema et al. 2007/08, p. 499",15118
193,S. Antonio,settlement,Post-Archaic Period,-500,-350,12.76972486,41.47241836,A,0.1,F,"Tol 2012, p. 82",11322
193,S. Antonio,settlement,Republican Period,-350,-30,12.76972486,41.47241836,A,0.1,F,"Tol 2012, p. 82",11322
194,,settlement,Republican Period,-350,-30,12.77537845,41.47367472,A,0.1,F,"Attema et al. 2007/08, p. 482",11323
194,,settlement,Imperial Period,-30,250,12.77537845,41.47367472,A,0.1,F,"Attema et al. 2007/08, p. 482",11323
194,Canneto di Rodi,settlement,Archaic Period,-600,-500,12.75791858,41.4623766,A,0.1,F,"Tol 2012, p. 82",11330
193,Canneto di Rodi,settlement,Post-Archaic Period,-500,-350,12.75361651,41.46393753,A,0.1,F,"Tol 2012, p. 82",11329
193,Canneto di Rodi,settlement,Republican Period,-350,-30,12.75361651,41.46393753,A,0.1,F,"Tol 2012, p. 82",11329
193,Canneto di Rodi,settlement,Imperial Period,-30,100,12.75361651,41.46393753,A,0.1,F,"Tol 2012, p. 82",11329
194,Canneto di Rodi,settlement,Post-Archaic Period,-500,-350,12.75791858,41.4623766,A,0.1,F,"Tol 2012, p. 82",11330
194,Canneto di Rodi,settlement,Republican Period,-350,-30,12.75791858,41.4623766,A,0.1,F,"Tol 2012, p. 82",11330
195,Canneto di Rodi,settlement,Post-Archaic Period,-500,-350,12.76324381,41.46358061,A,0.1,F,"Attema et al. 2007/08, p. 485",11331
195,Canneto di Rodi,settlement,Republican Period,-350,-30,12.76325333,41.46358061,A,0.1,F,"Attema et al. 2007/08, p. 485",11331
195,Canneto di Rodi,settlement,Imperial Period,-30,250,12.76324857,41.46358061,A,0.1,F,"Attema et al. 2007/08, p. 485",11331
196,,settlement,Post-Archaic Period,-500,-350,12.76520687,41.46087397,A,0.1,F,"Attema et al. 2007/08, p. 499",15119
196,,settlement,Republican Period,-350,-30,12.76520687,41.46087397,A,0.1,F,"Attema et al. 2007/08, p. 499",15119
197,,settlement,Post-Archaic Period,-500,-350,12.77323043,41.44944198,A,0.1,F,"Attema et al. 2007/08, p. 487",11347
197,,settlement,Republican Period,-350,-30,12.77323043,41.44944198,A,0.1,F,"Attema et al. 2007/08, p. 487",11347
197,,settlement,Imperial Period,-30,100,12.77323043,41.44944198,A,0.1,F,"Attema et al. 2007/08, p. 487",11347
198,,settlement,Republican Period,-350,-30,12.77394427,41.44611073,A,0.1,F,"Attema et al. 2007/08, p. 496",15116
198,,settlement,Imperial Period,-30,400,12.77394427,41.44611073,A,0.1,F,"Attema et al. 2007/08, p. 496",15116
199,Castelverde,settlement,Archaic Period,-600,-500,12.78618566,41.50333175,A,0.1,F,"Attema et al. 2007/08, p. 496",15115
199,Castelverde,settlement,Post-Archaic Period,-500,-350,12.78618566,41.50333175,A,0.1,F,"Attema et al. 2007/08, p. 496",15115
200,,settlement,Post-Archaic Period,-500,-350,12.80400307,41.49031133,A,0.1,F,"Attema et al. 2007/08, p. 428",11378
200,,settlement,Republican Period,-350,-30,12.80400307,41.49031133,A,0.1,F,"Attema et al. 2007/08, p. 428",11378
200,,settlement,Archaic Period,-600,-500,12.81571001,41.48007965,A,0.1,F,"Attema et al. 2007/08, p. 491",11375
200,,settlement,Post-Archaic Period,-500,-350,12.81571001,41.48007965,A,0.1,F,"Attema et al. 2007/08, p. 491",11375
200,,settlement,Republican Period,-350,-30,12.81571001,41.48007965,A,0.1,F,"Attema et al. 2007/08, p. 491",11375
201,,settlement,Republican Period,-350,-30,12.78650213,41.47317922,A,0.1,F,"Attema et al. 2007/08, p. 484",11326
201,,settlement,Post-Archaic Period,-500,-350,12.78650213,41.47317922,A,0.1,F,"Attema et al. 2007/08, p. 484",11326
202,,settlement,Post-Archaic Period,-500,-350,12.79040445,41.47051422,A,0.1,F,"Attema et al. 2007/08, p. 485",11327
202,,settlement,Republican Period,-350,-30,12.79040445,41.47051422,A,0.1,F,"Attema et al. 2007/08, p. 485",11327
203,Moscarello,settlement,Post-Archaic Period,-500,-350,12.80632368,41.46106219,A,0.1,F,"Tol 2012,  p. 156",11373
203,Moscarello,settlement,Republican Period,-350,-30,12.80632368,41.46106219,A,0.1,F,"Tol 2012,  p. 156",11373
204,Macchia Grande,settlement,Post-Archaic Period,-500,-350,12.80370627,41.45801648,A,0.1,F,"Tol 2012,  p. 156",11345
204,Macchia Grande,settlement,Republican Period,-350,-30,12.80370627,41.45801648,A,0.1,F,"Tol 2012,  p. 156",11345
205,,settlement,Post-Archaic Period,-500,-350,12.81116588,41.45687433,A,0.1,F,"Attema et al. 2007/08, p. 492",11384
205,,settlement,Republican Period,-350,-30,12.81116588,41.45687433,A,0.1,F,"Attema et al. 2007/08, p. 492",11384
205,,settlement,Imperial Period,-30,250,12.81116588,41.45687433,A,0.1,F,"Attema et al. 2007/08, p. 492",11384
